biomarker_id	biomarker	assessed_biomarker_entity	assessed_biomarker_entity_id	assessed_entity_type	condition	condition_id	exposure_agent	exposure_agent_id	best_biomarker_role	specimen	specimen_id	loinc_code	evidence_source	evidence	tag
AN6401-1	increased ALDH5A1 level	Alpha-hydroxybutyric dehydrogenase	UPKB:P51649	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	1677-4	Pubmed:32209382	This study reveals that the heart is also a major target of COVID-19 infection, and myocardial enzyme spectrum assays could help the diagnosis, prognosis and guide the treatments to prevent heart failure in COVID-19 patients. [DOI:https://doi.org/10.21203/rs.3.rs-23849/v1] We noted significantly increased cTnI, CK, HBDB and LDH levels in very severe group as compare to severe.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6755-1	elevated HBDB level	α-Hydroxybutyrate Dehydrogenase	UPKB:P07195	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	1677-4	Pubmed:32209382	This study reveals that the heart is also a major target of COVID-19 infection, and myocardial enzyme spectrum assays could help the diagnosis, prognosis and guide the treatments to prevent heart failure in COVID-19 patients. [DOI:https://doi.org/10.21203/rs.3.rs-23849/v1] We noted significantly increased cTnI, CK, HBDB and LDH levels in very severe group as compare to severe.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6755-1	elevated HBDB level	α-Hydroxybutyrate Dehydrogenase	UPKB:P07195	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	1677-4	Pubmed:32596365	The levels of laboratory cardiac markers, lactose dehydrogenase (LDH), creatine kinase (CK), creatinine kinase-muscle/brain activity (CK-MB), myoglobin (Mb), cardiac troponin I (cTnI), alpha-hydroxybutyrate dehydrogenase (α-HBDH), aspartate aminotransferase (AST), and N-terminal of the prohormone brain natriuretic peptide (NT-proBNP) increase in different proportions in patients with COVID-19 (see Table 1).	condition;best_biomarker_role
AN6400-1	increased NT-proBNP level	N-terminal of the Prohormone Brain Natriuretic Peptide	UPKB:P01160	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	20569-0	Pubmed:32596365	The levels of laboratory cardiac markers, lactose dehydrogenase (LDH), creatine kinase (CK), creatinine kinase-muscle/brain activity (CK-MB), myoglobin (Mb), cardiac troponin I (cTnI), alpha-hydroxybutyrate dehydrogenase (α-HBDH), aspartate aminotransferase (AST), and N-terminal of the prohormone brain natriuretic peptide (NT-proBNP) increase in different proportions in patients with COVID-19 (see Table 1).	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6400-1	increased NT-proBNP level	N-terminal of the Prohormone Brain Natriuretic Peptide	UPKB:P01160	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	20569-0	Pubmed:32305557	More severe COVID-19 infection is associated with higher mean troponin (SMD 0.53, 95% CI 0.30 to 0.75, p < 0.001), with a similar trend for creatine kinase-MB, myoglobin, and NT-proBNP. hsTnI and NT-proBNP levels increased during the course of hospitalization only in non-survivors.	condition;best_biomarker_role
AN6400-1	increased NT-proBNP level	N-terminal pro-B-type natriuretic peptide	UPKB:P16860	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	2639-3	Pubmed:32305557	More severe COVID-19 infection is associated with higher mean troponin (SMD 0.53, 95% CI 0.30 to 0.75, p < 0.001), with a similar trend for creatine kinase-MB, myoglobin, and NT-proBNP. hsTnI and NT-proBNP levels increased during the course of hospitalization only in non-survivors.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6400-1	increased NT-proBNP level	N-terminal pro-B-type natriuretic peptide	UPKB:P16860	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	2639-3	Pubmed:32596365	The levels of laboratory cardiac markers, lactose dehydrogenase (LDH), creatine kinase (CK), creatinine kinase-muscle/brain activity (CK-MB), myoglobin (Mb), cardiac troponin I (cTnI), alpha-hydroxybutyrate dehydrogenase (α-HBDH), aspartate aminotransferase (AST), and N-terminal of the prohormone brain natriuretic peptide (NT-proBNP) increase in different proportions in patients with COVID-19 (see Table 1).	best_biomarker_role;condition
AN6402-1	increased CSF1 level	Macrophage colony-stimulating factor 1	UPKB:P09603	protein	breast cancer	DOID:1612			diagnostic	blood	UBERON:0000178		Pubmed:23688065	Macrophage-colony stimulating factor (M-CSF) regulates growth and differentiation of hematopoietic progenitor cells and functionally activates the maturation of macrophages. The M-CSF in breast cancer patients were investigated and compared with control groups. The medians of M-CSF, which was 464.28 pg/ml in its levels similarly to the level of the commonly accepted tumor marker, which is CA 15-3 at 25.00 U/ml in the total group of breast cancer patients were significantly higher when compared to the healthy subjects, which is 298.55 pg/ml (p < 0.001). In other words, the median levels of M-CSF in breast cancer total group were statistically higher than in benign breast tumor patients group (p = 0.0004).	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6403-1	increased KITLG level	Stem cell factor	UPKB:P21583	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178		Pubmed:32561706	SCF were significantly higher in fatal than severe and/or mild COVID-19 patients. The temporal changes of the identified CCGFs may serve as biomarkers for prognosis of COVID-19 patients.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6403-1	increased KITLG level	Stem cell factor	UPKB:P21583	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178		Pubmed:32292113	Regulatory DCs (regDCs) play an important role in controlling immune homeostasis and can possess an immunosuppressive ability to induce specific immune tolerance and dampen Th2 type inflammation.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6403-1	increased KITLG level	Stem cell factor	UPKB:P21583	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178		Pubmed:32257537	Therefore, the fact that the transplantation of MSCs improved the outcome of COVID-2019 patients may be due to regulating inflammatory response and promoting tissue repair and regeneration.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6404-1	increase KITLG level	Stem cell factor	UPKB:P21583	protein	breast cancer	DOID:1612			prognostic	blood	UBERON:0000178		Pubmed:31254605	Increase in SCF causes a downregulation of certain proteins which induces and activates metastasis in breast cancer patients after surgery. SCF triggers the activation of transcription factors involved in cell proliferation, apoptosis and differentiation, which are frequently associated with tumor progression or metastasis.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6405-1	increased BIL level	Bilirubin	CHEBI:16990	metabolite	ovarian cancer	DOID:2394			prognostic	blood	UBERON:0000178	33898-8	Pubmed:32509218	This study found that the increased level of serum bilirubin correlates with better prognosis in patients with EOC. In this study, patients with higher preoperative serum TBIL and IBL levels showed prolonged OS and PFS compared with those with lower preoperative TBIL and IBL levels.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6406-1	decreased PF4 level	Platelet factor 4	UPKB:P02776	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	6002-0	Pubmed:32492406	In a proteomic investigation of sera in SARS patients, decreasing PF4 was found to be associated with poor prognosis which is in consistent with our findings in COVID-19.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6407-1	presence of rs12674822 in ANGP2	Angiopoietin-2 gene	NCBI: 285	gene	colorectal cancer	DOID:9256			risk	blood	UBERON:0000178		Pubmed:31929743	Genetic variants of the Angpt2 rs12674822 polymorphism appears to be correlated with the risk of CRC and PFS in CRC patients.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6408-1	increased ENO2 level	Neuron-specific enolase	UPKB:P09104	protein	COVID-19	DOID:1324			prognostic	blood	UBERON:0000178	19193-2	Pubmed:32347972	This is the first report with such a substantial evaluation of cancer biomarkers on a large patient population of COVID-19. Our data demonstrate that levels of serum HE4, CYFRA21-1, CEA, CA125, CA153, SCC, and NSE are positively associated with CRP, a crucial factor in correlation with the severity of the disease. We concluded that elevations of serum cancer biomarkers positively correlated with the pathological progressions of COVID-19, demonstrating diffuse and acute pathophysiological injuries in COVID-19.	biomarker;assessed_biomarker_entity;specimen
AN6408-1	increased ENO2 level	Neuron-specific enolase	UPKB:P09104	protein	COVID-19	DOID:1324			prognostic	blood	UBERON:0000178	19193-2	Pubmed:32504736	Tumor biomarkers, such as carcinoembryonic antigen (CEA), cytokeratin 19 fragment (CYFRA21-1), neuron-specific enolase (NSE), squamous cell carcinoma antigen (SCCA) and Pro-Gastrin Releasing Peptide (ProGRP), were elevated.	biomarker;assessed_biomarker_entity;specimen
AN6408-1	increased ENO2 level	Neuron-specific enolase	UPKB:P09104	protein	COVID-19	DOID:1324			prognostic	blood	UBERON:0000178	19193-2	Pubmed:32504736	In short, we concluded that the concentrations of tumor biomarkers of CEA, CYFRA21-1, NSE, SCCA, ProGRP were elevated in COVID-19 patients, and that CEA, CYFRA21-1, SCCA could predicte the clinical outcome of COVID-19 patients.	biomarker;assessed_biomarker_entity;specimen
AN6408-1	increased ENO2 level	Neuron-specific enolase	UPKB:P09104	protein	COVID-19	DOID:1324			prognostic	blood	UBERON:0000178	19193-2	Pubmed:32347972	Presence of elevated NSE levels shown as predictor of COVID-19 severity.	biomarker;assessed_biomarker_entity;specimen
AN6408-1	increased ENO2 level	Neuron-specific enolase	UPKB:P09104	protein	COVID-19	DOID:1324			prognostic	blood	UBERON:0000178	19193-2	Pubmed:16033098	Tumor marker serum levels were related to histological type and tumor extension, with ProGRP being the most sensitive marker in SCLC, CEA in adenocarcinomas and CYFRA 21-1 in squamous tumors. The most sensitive combinations of tumor markers were ProGRP and NSE in SCLC (88%), and CEA plus CYFRA in NSCLC (82%). In summary, ProGRP is the tumor marker of choice in SCLC and NSE is a complementary tumor marker in this histological type.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6408-1	increased ENO2 level	Neuron-specific enolase	UPKB:P09104	protein	COVID-19	DOID:1324			prognostic	blood	UBERON:0000178	19193-2	Pubmed:16062024	Alteration of serum tumor markers cytokeratin 19 fragment, carcinoembryonic antigen and neuron-specific enolase is associated with particular tumor histology, smoking habit, more advanced disease and poor prognosis. The number of patients with elevated levels of cytokeratin 19 fragment and neuron-specific enolase was higher in more advanced disease than in early lung cancer (p=0.036 and p=0.036, respectively). Preoperative levels of cytokeratin 19 fragment (p=0.017 and p=0.016, respectively) and neuron-specific enolase (p=0.03 and p=0.006, respectively) were significantly associated with more advanced disease and tumor size, as well as tumor histology in non-small cell lung cancer (p=0.03 and p=0.016, respectively).	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6408-1	increased ENO2 level	Neuron-specific enolase	UPKB:P09104	protein	COVID-19	DOID:1324			prognostic	blood	UBERON:0000178	19193-2	Pubmed:30994045	Our results confirm that patients with lung cancer have increased serum levels of CEA, CYFRA 21-1, ProGRP, and NSE compared to patients with benign disease. Moreover, we found a strong association among the SCLC patients and high levels of ProGRP and NSE.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6408-1	increased ENO2 level	Neuron-specific enolase	UPKB:P09104	protein	COVID-19	DOID:1324			prognostic	blood	UBERON:0000178	19193-2	Pubmed:32504736	In short, we concluded that the concentrations of tumor biomarkers of CEA, CYFRA21-1, NSE, SCCA, ProGRP were elevated in COVID-19 patients, and that CEA, CYFRA21-1, SCCA could predicte the clinical outcome of COVID-19 patients.;|Tumor biomarkers, such as carcinoembryonic antigen (CEA), cytokeratin 19 fragment (CYFRA21-1), neuron-specific enolase (NSE), squamous cell carcinoma antigen (SCCA) and Pro-Gastrin Releasing Peptide (ProGRP), were elevated.	best_biomarker_role;condition
AN6408-1	increased ENO2 level	Neuron-specific enolase	UPKB:P09104	protein	COVID-19	DOID:1324			prognostic	blood	UBERON:0000178	19193-2	Pubmed:32347972	This is the first report with such a substantial evaluation of cancer biomarkers on a large patient population of COVID-19. Our data demonstrate that levels of serum HE4, CYFRA21-1, CEA, CA125, CA153, SCC, and NSE are positively associated with CRP, a crucial factor in correlation with the severity of the disease. We concluded that elevations of serum cancer biomarkers positively correlated with the pathological progressions of COVID-19, demonstrating diffuse and acute pathophysiological injuries in COVID-19.;|Presence of elevated NSE levels shown as predictor of COVID-19 severity.	condition;best_biomarker_role
AN6315-1	increased KRT19 level	Cytokeratin-19 fragment	UPKB:P08727	protein	lung cancer	DOID:1324			prognostic	blood	UBERON:0000178		Pubmed:16062024	Cytokeratin 19 fragment, carcinoembryonic antigen, and neuron-specific enolase were elevated in 19.6%, 43.5%, and 63% of patients, respectively.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6315-1	increased KRT19 level	Cytokeratin-19 fragment	UPKB:P08727	protein	lung cancer	DOID:1324			prognostic	blood	UBERON:0000178		Pubmed:30994045	Our results confirm that patients with lung cancer have increased serum levels of CEA, CYFRA 21-1, ProGRP, and NSE compared to patients with benign disease. Moreover, we found a strong association among the SCLC patients and high levels of ProGRP and NSE.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6315-1	increased KRT19 level	Cytokeratin-19 fragment	UPKB:P08727	protein	lung cancer	DOID:1324			prognostic	blood	UBERON:0000178		Pubmed:16534867	In addition, there are some tumor markers, such as CYFRA 21-1[75], activin-A[76] and proliferating cell nuclear antigen[54,77,78], which do not belong to each of the categories above, but they can also be used as prognostic or screening indicators for HCC patients, especially when combined with AFP.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6756-1	Elevated CEA levels	Carcinoembryonic antigen	UPKB:P06731	protein	lung cancer	DOID:1324			prognostic	blood	UBERON:0000178	19193-2	Pubmed:16062024	Cytokeratin 19 fragment, carcinoembryonic antigen, and neuron-specific enolase were elevated in 19.6%, 43.5%, and 63% of patients, respectively.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6756-1	Elevated CEA levels	Carcinoembryonic antigen	UPKB:P06731	protein	lung cancer	DOID:1324			prognostic	blood	UBERON:0000178	19193-2	Pubmed:30994045	Our results confirm that patients with lung cancer have increased serum levels of CEA, CYFRA 21-1, ProGRP, and NSE compared to patients with benign disease. Moreover, we found a strong association among the SCLC patients and high levels of ProGRP and NSE.	condition;best_biomarker_role
AN6756-1	increased CEA level	Carcinoembryonic antigen	UPKB: P06731	protein	lung cancer	DOID:1324			prognostic	blood	UBERON:0000178	19193-2	Pubmed:30994045	Our results confirm that patients with lung cancer have increased serum levels of CEA, CYFRA 21-1, ProGRP, and NSE compared to patients with benign disease. Moreover, we found a strong association among the SCLC patients and high levels of ProGRP and NSE.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6756-1	increased CEA level	Carcinoembryonic antigen	UPKB: P06731	protein	lung cancer	DOID:1324			prognostic	blood	UBERON:0000178	19193-2	Pubmed:16062024	Cytokeratin 19 fragment, carcinoembryonic antigen, and neuron-specific enolase were elevated in 19.6%, 43.5%, and 63% of patients, respectively.	best_biomarker_role;condition
AN6411-1	increased PROGRP level	Progastrin releasing peptide	PRO:PR_000050383	peptide	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178		Pubmed:32504736	In short, we concluded that the concentrations of tumor biomarkers of CEA, CYFRA21-1, NSE, SCCA, ProGRP were elevated in COVID-19 patients, and that CEA, CYFRA21-1, SCCA could predicte the clinical outcome of COVID-19 patients.	biomarker;assessed_biomarker_entity;specimen
AN6412-1	decreased SaO2 level	Oxygen saturation	NCIt:C60832	chemical element	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	2713-6	Pubmed:32471703	Oxygen saturation (SaO2) was found as another candidate marker of progressive severity. The fact that it was so tightly associated to hospitalization or even death in our model is unsurprising, because a low SaO2 is one of the main criteria for the definition of a severe case.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6414-1	Increased IL-1β levels	Interleukin-1β	UPKB:P01584	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	82334-4	Pubmed:32576222	Levels of VEGF-D, TNF-alpha, SCF, LIF, IL-2, IL-4, IL-6, IL-8, IL-10, IL-15, IL-17A, IL-18, IL-1 beta, and IFN-gamma were significantly higher in the critical group than in the severe group (Table 1).	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6757-1	increased IL2 level	Interleukin-2	UPKB:P60568	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	4651-6	Pubmed:32576222	Levels of VEGF-D, TNF-alpha, SCF, LIF, IL-2, IL-4, IL-6, IL-8, IL-10, IL-15, IL-17A, IL-18, IL-1 beta, and IFN-gamma were significantly higher in the critical group than in the severe group (Table 1).	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6757-1	increased IL2 level	Interleukin-2	UPKB:P60568	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	4651-6	Pubmed:31428522	The dominant Th cytokines across all breast cancer samples were IFN-γ and IL-2. Th2 cytokines (IL-4, IL-5, IL-13) were expressed at low levels and not associated with any breast cancer subtype.	biomarker;assessed_biomarker_entity;best_biomarker_role;condition
AN6757-1	increased IL2 level	Interleukin-2	UPKB:P60568	protein	COVID-19	DOID:0080600			monitoring	breast	UBERON:0000310	4651-6	Pubmed:32576222	Levels of VEGF-D, TNF-alpha, SCF, LIF, IL-2, IL-4, IL-6, IL-8, IL-10, IL-15, IL-17A, IL-18, IL-1 beta, and IFN-gamma were significantly higher in the critical group than in the severe group (Table 1).	biomarker;assessed_biomarker_entity;best_biomarker_role;condition
AN6757-1	increased IL2 level	Interleukin-2	UPKB:P60568	protein	COVID-19	DOID:0080600			monitoring	breast	UBERON:0000310	4651-6	Pubmed:31428522	The dominant Th cytokines across all breast cancer samples were IFN-γ and IL-2. Th2 cytokines (IL-4, IL-5, IL-13) were expressed at low levels and not associated with any breast cancer subtype.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6416-1	Increased LIF	Leukemia Inhibitory Factor	UPKB:P15018	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	82334-4	Pubmed:32576222	Levels of VEGF-D, TNF-alpha, SCF, LIF, IL-2, IL-4, IL-6, IL-8, IL-10, IL-15, IL-17A, IL-18, IL-1 beta, and IFN-gamma were significantly higher in the critical group than in the severe group (Table 1).	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6417-1	Increased SCF levels	Stem Cell Factor	UPKB:P21583	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	82334-4	Pubmed:32576222	Levels of VEGF-D, TNF-alpha, SCF, LIF, IL-2, IL-4, IL-6, IL-8, IL-10, IL-15, IL-17A, IL-18, IL-1 beta, and IFN-gamma were significantly higher in the critical group than in the severe group (Table 1).	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6418-1	increased VEGF-D level	Vascular endothelial growth factor D	UPKB:O43915	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	82911-9	Pubmed:32576222	VEGF-D was identified as the most important indicator related to the severity of COVID-19.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6418-1	increased VEGF-D level	Vascular endothelial growth factor D	UPKB:O43915	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	82911-9	Pubmed:31986264	Initial plasma VEGF concentrations were higher in both ICU patients and non-ICU patients than in healthy adults.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6418-2	increased VEGF-D level	Vascular endothelial growth factor D	UPKB:O43915	protein	breast cancer	DOID:1612			prognostic	blood	UBERON:0000178	82911-9	Pubmed:12576440	VEGF-D expression may play a crucial role for lymph node metastasis of breast cancers. Our data identifying VEGF-D expression in tumors of patients with a poor survival prognosis provides, to our knowledge, a first analysis of this VEGF as prognostic factor in patients with breast cancer.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6419-1	increased BTK level	Bruton tyrosine kinase	UPKB:Q06187	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	75708-8	Pubmed:32503877	Analysis revealed significantly elevated BTK activity, as evidenced by autophosphorylation, and increased IL-6 production.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6419-1	increased BTK level	Bruton tyrosine kinase	UPKB:Q06187	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	75708-8	Pubmed:32388230	In contrast, Bruton tyrosine kinase inhibitors, such as ibrutinib and acalabrutinib, may actually have some protective effect.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6420-1	elevated Troponin level	Troponin	UPKB:P19429	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	2639-3	Pubmed:32305557	More severe COVID-19 infection is associated with higher mean troponin (SMD 0.53, 95% CI 0.30 to 0.75, p < 0.001), with a similar trend for creatine kinase-MB, myoglobin, and NT-proBNP.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6421-1	increased hsTnI  level	High-sensitivity Troponin I	UPKB:P19429	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	2639-3	Pubmed:32305557	hsTnI and NT-proBNP levels increased during the course of hospitalization only in non-survivors.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6422-1	increased HBA1C level	Glycosylated hemoglobin	PDB:3B75	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	4548-4	Pubmed:32416121	High HbA1c level is associated with inflammation, hypercoagulability, and low SaO2 in COVID-19 patients, and the mortality rate (27.7%) is higher in patients with diabetes. Determining HbA1c level after hospital admission is thus helpful assessing inflammation, hypercoagulability, and prognosis of COVID-19 patients.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6422-2	increased HBA1C level	Glycosylated hemoglobin	PDB:3B75	protein	breast cancer	DOID:1612			predictive	blood	UBERON:0000178	4548-4	Pubmed:32189971	Glycosylated Hemoglobin A1c Is associated with Anthropometric Measurements and Tumor Characteristics in Breast Cancer Patients.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6422-3	increased HBA1C level	Glycosylated hemoglobin	PDB:3B75	protein	diabetes mellitus	DOID:9351			monitoring	blood	UBERON:0000178	4548-4	Pubmed:32403389	HbA1c measurements may be useful not only in optimizing glycemic control but also as a tool for managing overall vascular risk in patients with diabetes. The degree of glycemic control (HbA1c levels) provide valuable information on the vascular status of patients.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6423-1	increased LILRB4 level	Leukocyte immunoglobulin like receptor B4	UPKB:Q8NHJ6	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178		Pubmed:33737684	Increased expression of LILRB4 was associated with increased disease severity in this study, suggesting a possible decrease in monocyte activation leading to an immune suppressive microenvironment. LILRB4 represents a compelling target to investigate COVID343 19 treatment.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6424-1	increased IGG level	Immunoglobulin G	PRO:PR_000050252	protein complex	COVID-19	DOID:0080600			diagnostic	blood	UBERON:0000178	2465-3	Pubmed:33372199	IgM and IgG immunogenic epitopes of SARS-CoV-2 proteins were profiled in the serum of ten COVID-19 patients. Such epitope biomarkers provide insight into the immune response to COVID-19 and are potential targets for COVID-19 diagnosis and vaccine development.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6425-1	increased IGM level	Immunoglobulin M	PRO:PR_000050257	protein complex	COVID-19	DOID:0080600			diagnostic	blood	UBERON:0000178	2472-9	Pubmed:33372199	IgM and IgG immunogenic epitopes of SARS-CoV-2 proteins were profiled in the serum of ten COVID-19 patients. Such epitope biomarkers provide insight into the immune response to COVID-19 and are potential targets for COVID-19 diagnosis and vaccine development.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6426-1	increased EB level	Ethyl butanoate	CHEBI:88764	metabolite	colorectal cancer	DOID:9256			diagnostic	feces	UBERON:0001988		Pubmed:30828825	Volatile organic compound analysis may have a superior diagnostic ability for the identification of colorectal adenocarcinoma, when compared to other faecal biomarkers, including those currently employed in UK.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6427-1	decreased IP level	Isopropanol	CHEBI:17824	metabolite	colorectal cancer	DOID:9256			diagnostic	feces	UBERON:0001988	32084-6	Pubmed:30828825	Volatile organic compound analysis may have a superior diagnostic ability for the identification of colorectal adenocarcinoma, when compared to other faecal biomarkers, including those currently employed in UK.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6428-1	increased SIGLEC1 level	Sialoadhesin	UPKB:Q9BZZ2	protein	COVID-19	DOID:0080600			diagnostic	blood	UBERON:0000178		Pubmed:33206973	mCD169 could predict SARS-CoV-2 infection at hospital admission during the outbreak. This biomarker could be relevant for triage and rapid therapeutic decision in patients suspected of acute viral infections since mCD169 can be overexpressed in other infections responsible of outbreaks such as influenza or dengue fever.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6428-2	increased SIGLEC1 level	Sialoadhesin	UPKB:Q9BZZ2	protein	colorectal cancer	DOID:9256			prognostic	blood	UBERON:0000178		Pubmed:26509874	Quantitative analysis revealed that the percentages of circulating CD14+CD169+ monocytes from the patients were significantly higher than from HC (18.21% vs. 1.42%, P<0.0001; Fig 1C). Hence, significantly increased percentages of circulating CD14+CD169+ monocytes existed in CRC patients.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6429-1	increased VWF level	von Willebrand factor	UPKB:P04275	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	41867-3	Pubmed:32619411	We also show that critical illness is associated with further elevations in VWF, as well as increases in soluble P-selectin and sCD40L when compared with controls. Together, these results provide biochemical evidence that endotheliopathy and platelet activation are ubiquitous in COVID-19-associated coagulopathy and might play key roles in the progression of disease.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6429-2	increased VWF level	von Willebrand factor	UPKB:P04275	protein	liver cancer	DOID:3571			predictive	blood	UBERON:0000178	41867-3	Pubmed:30386613	The VWF: Ag levels were higher in patients with severe liver fibrosis stage and/or HCC development than in those without. The area under the curve of VWF: Ag for diagnosis of severe liver fibrosis stage was 0.721. Multivariable analysis showed that only VWF: Ag was a predictive biomarker for HCC development.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6430-1	increased SELP level	P-selectin	UPKB:P16109	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	17181-9	Pubmed:32757722	Biomarkers of platelet activity and vascular health are significantly associated with the composite outcome of thrombosis or death in hospitalized patients with COVID-19. P-selectin and sCD40L contribute to thrombosis by supporting platelet-myeloid heteroaggregate formation and thrombi stability by interaction with PSGL-1 and alpha IIb beta3, respectively.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6430-1	increased SELP level	P-selectin	UPKB:P16109	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	17181-9	Pubmed:32619411	We also show that critical illness is associated with further elevations in VWF, as well as increases in soluble P-selectin and sCD40L when compared with controls. Together, these results provide biochemical evidence that endotheliopathy and platelet activation are ubiquitous in COVID-19-associated coagulopathy and might play key roles in the progression of disease.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
